"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"M6PR",0.77854037787762,11.6518566496559,3.07447456507131,0.0055395470092781,0.0398245892698539,-2.62545180501877
"SDF2",-0.639126606060598,14.3822058884298,-3.07296921671968,0.00555904164378655,0.0398948705380136,-2.62875945526824
"MBD2",-0.96923809150891,10.6233644314331,-3.06974701734405,0.00560099237295804,0.0401257830558338,-2.6358373790595
"CPTP",0.793945588306292,9.88014487065957,3.06833256842303,0.00561950367199293,0.0401575770586191,-2.63894346772437
"ANKH",1.38859394421962,10.1727570715867,3.0679137958511,0.00562499556850329,0.0401575770586191,-2.6398629736872
"KLHL22",0.551509280671223,11.5605378184361,3.06623972923461,0.00564700142564828,0.0402084102164287,-2.64353826366446
"OPTN",0.548361621212123,13.3860863533058,3.06588265849921,0.00565170589400227,0.0402084102164287,-2.64432208544981
"PARP4",0.374611106060611,13.6709430991736,3.06501443616172,0.00566316062899343,0.0402201978927647,-2.64622781088526
"ZC3HAV1",0.468339787878788,13.6625540702479,3.06334077213636,0.00568530495273255,0.0402652510598352,-2.64990086800057
"RPL10A",0.819812954545455,17.7382513016529,3.06305291859546,0.00568912195242496,0.0402652510598352,-2.65053251861556
"FTL",0.974975236906243,15.9972475012541,3.05914688888823,0.00574116136162936,0.0405636271764002,-2.65910141886594
"MVP",0.501099742424252,16.9749759090909,3.05808285814591,0.00575541653421359,0.0405944757267127,-2.66143491037435
"RPL10",0.706914409090912,16.473424731405,3.05178597328734,0.00584047823077292,0.0411237789662485,-2.67523790675731
"ELAC2",0.499532457197382,11.7476670033522,3.05005420312196,0.0058640833095123,0.0412192842218287,-2.67903205390991
"MBOAT7",-0.900125393939385,13.3149683884298,-3.04626549275079,0.00591604639218096,0.0415134537434237,-2.68732981411005
"SMPD1",-0.564853227272723,12.1598146900826,-3.04497934651605,0.00593378674675224,0.0415668849751159,-2.69014571588797
"PRDX5",-0.482919515151504,16.8834708264463,-3.04413314220202,0.00594548670995753,0.0415778925798563,-2.69199814869373
"LPIN3",1.04546799115224,11.8351975459809,3.04313095199972,0.0059593721155065,0.0416041199560445,-2.69419178881893
"DLGAP4",-0.812479242424237,11.8822507473147,-3.03991140178354,0.00600419064649078,0.0418458448282592,-2.70123695850093
"RBM26",0.813738668085348,10.3964032776664,3.03628258699173,0.00605509522527547,0.0421165700361085,-2.70917416224985
"ADAM9",0.758636045454551,11.8994048966942,3.03559143021222,0.006064837647296,0.0421165700361085,-2.71068548386829
"CRYAB",0.967995272727279,18.8008151239669,3.03495551384693,0.00607381472871528,0.0421165700361085,-2.71207589315148
